country,city_actual,rating_count,center1label,center2label,neighbourhood,price,city,stars,ratingta,ratingta_count,scarce_room,hotel_id,offer,offer_cat,year,distance,distance_alter,accommodation_type,nnights,rating
Austria,Vienna,160.0,City centre,Donauturm,Landstrasse,66,Vienna,3.0,3.5,203.0,0,22119,1,15-50% offer,2017,1.8,3.4,Hotel,1,3.9
Austria,Vienna,303.0,City centre,Donauturm,Landstrasse,169,Vienna,4.0,4.0,1208.0,0,22120,0,0% no offer,2017,0.8,2.7,Hotel,1,4.1
Austria,Vienna,254.0,City centre,Donauturm,Landstrasse,59,Vienna,3.0,3.5,189.0,1,22122,0,0% no offer,2017,0.8,2.7,Guest House,1,3.7
Austria,Vienna,173.0,City centre,Donauturm,Landstrasse,109,Vienna,4.0,4.0,666.0,0,22123,0,0% no offer,2017,1.5,3.8,Hotel,1,4.1
Austria,Vienna,114.0,City centre,Donauturm,Landstrasse,104,Vienna,3.0,3.0,72.0,1,22125,0,0% no offer,2017,0.7,2.6,Hotel,1,3.4
Austria,Vienna,249.0,City centre,Donauturm,Landstrasse,145,Vienna,3.5,4.5,730.0,0,22126,1,15-50% offer,2017,0.9,2.5,Hotel,1,4.3
Austria,Vienna,1.0,City centre,Donauturm,Landstrasse,58,Vienna,3.5,,,1,22127,0,0% no offer,2017,1.4,3.6,Apartment,1,2.0
Austria,Vienna,6.0,City centre,Donauturm,Landstrasse,107,Vienna,4.0,,,1,22129,1,15-50% offer,2017,1.3,3.4,Vacation home Condo,1,4.3
Austria,Vienna,13.0,City centre,Donauturm,Landstrasse,85,Vienna,3.0,3.5,183.0,1,22130,1,50%-75% offer,2017,0.8,2.1,Hotel,1,3.5
Austria,Vienna,18.0,City centre,Donauturm,Landstrasse,184,Vienna,4.0,4.0,5.0,1,22131,1,1-15% offer,2017,0.7,2.2,Apartment,1,4.5
Austria,Vienna,497.0,City centre,Donauturm,Landstrasse,137,Vienna,4.5,4.0,1060.0,0,22132,1,15-50% offer,2017,1.0,3.3,Hotel,1,4.1
Austria,Vienna,503.0,City centre,Donauturm,Landstrasse,116,Vienna,4.5,4.5,1591.0,0,22134,1,1-15% offer,2017,1.1,3.3,Hotel,1,4.5
Austria,Vienna,70.0,City centre,Donauturm,Landstrasse,157,Vienna,2.0,3.5,52.0,0,22135,1,15-50% offer,2017,1.1,3.3,Apartment,1,3.7
Austria,Vienna,109.0,City centre,Donauturm,Landstrasse,110,Vienna,3.0,3.5,529.0,1,22136,0,0% no offer,2017,1.3,3.3,Hotel,1,3.7
Austria,Vienna,171.0,City centre,Donauturm,Landstrasse,134,Vienna,4.0,4.5,343.0,1,22138,1,15-50% offer,2017,0.6,3.0,Hotel,1,4.3
Austria,Vienna,79.0,City centre,Donauturm,Landstrasse,79,Vienna,4.0,3.5,77.0,1,22140,0,0% no offer,2017,1.3,3.3,Hotel,1,3.7
Austria,Vienna,13.0,City centre,Donauturm,Landstrasse,143,Vienna,3.0,,,1,22141,0,0% no offer,2017,1.4,3.3,Apartment,1,4.5
Austria,Vienna,281.0,City centre,Donauturm,Landstrasse,132,Vienna,4.0,4.0,1403.0,0,22142,1,15-50% offer,2017,1.0,3.2,Hotel,1,4.1
Austria,Vienna,108.0,City centre,Donauturm,Landstrasse,68,Vienna,4.0,4.0,162.0,1,22143,1,50%-75% offer,2017,1.3,3.5,Apartment,1,4.0
Austria,Vienna,267.0,City centre,Donauturm,Leopoldstadt,128,Vienna,4.0,4.0,1437.0,0,22144,1,15-50% offer,2017,0.6,2.3,Hotel,1,4.1
Austria,Vienna,183.0,City centre,Donauturm,Leopoldstadt,99,Vienna,3.0,4.5,491.0,0,22145,0,0% no offer,2017,1.5,1.6,Hotel,1,4.5
Austria,Vienna,5.0,City centre,Donauturm,Leopoldstadt,149,Vienna,2.0,,,1,22148,1,15-50% offer,2017,0.9,1.9,Apartment,1,2.2
Austria,Vienna,136.0,City centre,Donauturm,Leopoldstadt,86,Vienna,4.0,3.5,326.0,0,22149,1,50%-75% offer,2017,1.8,1.0,Hotel,1,4.0
Austria,Vienna,11.0,City centre,Donauturm,Leopoldstadt,155,Vienna,3.0,4.0,28.0,0,22150,0,0% no offer,2017,1.9,1.4,Apartment,1,4.1
Austria,Vienna,242.0,City centre,Donauturm,Leopoldstadt,63,Vienna,3.0,3.0,183.0,1,22152,1,1-15% offer,2017,1.0,1.9,Hotel,1,3.4
Austria,Vienna,81.0,City centre,Donauturm,Leopoldstadt,157,Vienna,2.0,3.5,12.0,0,22153,1,15-50% offer,2017,0.6,2.3,Apartment,1,3.7
Austria,Vienna,16.0,City centre,Donauturm,Leopoldstadt,134,Vienna,3.5,4.5,70.0,1,22155,1,15-50% offer,2017,0.6,2.2,Hotel,1,4.0
Austria,Vienna,6.0,City centre,Donauturm,Leopoldstadt,141,Vienna,5.0,,,1,22156,1,1-15% offer,2017,1.7,1.4,Apartment,1,4.3
Austria,Vienna,122.0,City centre,Donauturm,Leopoldstadt,79,Vienna,3.0,4.0,290.0,0,22157,1,15-50% offer,2017,0.9,1.9,Hotel,1,3.7
Austria,Vienna,250.0,City centre,Donauturm,Leopoldstadt,138,Vienna,4.0,4.0,1023.0,0,22158,0,0% no offer,2017,0.5,2.3,Hotel,1,4.0
Austria,Vienna,603.0,City centre,Donauturm,Leopoldstadt,113,Vienna,4.0,4.5,1516.0,1,22159,1,15-50% offer,2017,1.0,1.8,Hotel,1,4.5
Austria,Vienna,25.0,City centre,Donauturm,Leopoldstadt,171,Vienna,3.0,,,1,22160,1,15-50% offer,2017,1.5,1.3,Apartment,1,3.5
Austria,Vienna,52.0,City centre,Donauturm,Leopoldstadt,56,Vienna,2.0,4.0,1666.0,0,22161,1,1-15% offer,2017,1.5,1.4,Hotel,1,3.5
Austria,Vienna,152.0,City centre,Donauturm,Leopoldstadt,84,Vienna,3.0,4.0,1249.0,0,22162,1,15-50% offer,2017,1.5,1.4,Hotel,1,3.9
Austria,Vienna,293.0,City centre,Donauturm,Leopoldstadt,72,Vienna,2.0,4.5,302.0,0,22163,1,15-50% offer,2017,1.1,2.0,Hotel,1,4.0
Austria,Vienna,1.0,City centre,Donauturm,Leopoldstadt,587,Vienna,5.0,5.0,7.0,1,22164,1,15-50% offer,2017,0.7,2.2,Hotel,1,1.0
Austria,Vienna,84.0,City centre,Donauturm,Leopoldstadt,68,Vienna,3.0,4.0,129.0,1,22165,1,15-50% offer,2017,0.9,2.1,Hotel,1,4.0
Austria,Vienna,208.0,City centre,Donauturm,Leopoldstadt,102,Vienna,3.5,4.0,281.0,0,22166,1,50%-75% offer,2017,1.5,1.4,Hotel,1,3.9
Austria,Vienna,29.0,City centre,Donauturm,Leopoldstadt,96,Vienna,3.0,3.5,7.0,1,22167,1,15-50% offer,2017,1.5,1.4,Apartment,1,3.4
Austria,Vienna,57.0,City centre,Donauturm,Leopoldstadt,81,Vienna,1.0,3.5,141.0,0,22168,0,0% no offer,2017,0.9,1.9,Hotel,1,3.7
Austria,Vienna,267.0,City centre,Donauturm,Leopoldstadt,82,Vienna,3.0,4.0,727.0,0,22169,1,15-50% offer,2017,1.6,1.7,Hotel,1,4.1
Austria,Vienna,275.0,City centre,Donauturm,Leopoldstadt,66,Vienna,3.0,4.0,407.0,1,22170,1,15-50% offer,2017,1.1,1.7,Hotel,1,4.0
Austria,Vienna,23.0,City centre,Donauturm,Leopoldstadt,87,Vienna,3.0,4.0,51.0,1,22171,1,15-50% offer,2017,0.8,2.2,Apartment,1,3.9
Austria,Vienna,240.0,City centre,Donauturm,Leopoldstadt,240,Vienna,5.0,4.5,2098.0,0,22175,1,15-50% offer,2017,0.4,2.4,Hotel,1,4.5
Austria,Vienna,374.0,City centre,Donauturm,Leopoldstadt,113,Vienna,3.0,4.5,1686.0,0,22176,1,15-50% offer,2017,0.8,2.1,Hotel,1,4.5
Austria,Vienna,468.0,City centre,Donauturm,Leopoldstadt,106,Vienna,3.0,4.5,1449.0,1,22177,1,15-50% offer,2017,1.0,1.9,Hotel,1,4.5
Austria,Vienna,422.0,City centre,Donauturm,Leopoldstadt,89,Vienna,3.0,4.0,1580.0,0,22179,1,15-50% offer,2017,1.6,1.2,Hotel,1,4.1
Austria,Vienna,307.0,City centre,Donauturm,Leopoldstadt,61,Vienna,2.0,4.0,1027.0,0,22180,1,50%-75% offer,2017,0.9,2.2,Hotel,1,4.0
Austria,Vienna,2.0,City centre,Donauturm,Leopoldstadt,92,Vienna,3.5,,,1,22181,0,0% no offer,2017,0.8,2.3,Apartment,1,4.5
Austria,Vienna,527.0,City centre,Donauturm,Leopoldstadt,106,Vienna,4.0,4.0,739.0,1,22182,1,15-50% offer,2017,0.8,2.0,Hotel,1,4.1
Austria,Vienna,637.0,City centre,Donauturm,Leopoldstadt,100,Vienna,4.0,4.0,584.0,1,22183,1,15-50% offer,2017,0.8,2.0,Hotel,1,4.0
Austria,Vienna,461.0,City centre,Donauturm,Leopoldstadt,75,Vienna,3.0,4.0,827.0,0,22184,1,15-50% offer,2017,0.7,2.2,Hotel,1,4.1
Austria,Vienna,3.0,City centre,Donauturm,Leopoldstadt,84,Vienna,3.0,4.0,92.0,1,22185,0,0% no offer,2017,0.8,2.2,Hotel,1,2.2
Austria,Vienna,104.0,City centre,Donauturm,Leopoldstadt,151,Vienna,4.0,4.5,1272.0,0,22187,0,0% no offer,2017,0.5,2.3,Hotel,1,4.6
Austria,Vienna,90.0,City centre,Donauturm,Leopoldstadt,87,Vienna,3.0,3.5,314.0,0,22188,0,0% no offer,2017,0.9,1.9,Hotel,1,3.5
Austria,Vienna,75.0,City centre,Donauturm,Leopoldstadt,117,Vienna,4.0,4.5,836.0,1,22189,0,0% no offer,2017,0.5,2.3,Hotel,1,4.4
Austria,Vienna,139.0,City centre,Donauturm,Leopoldstadt,120,Vienna,4.0,4.0,807.0,0,22190,1,50%-75% offer,2017,1.9,1.9,Hotel,1,4.5
Austria,Vienna,41.0,City centre,Donauturm,Leopoldstadt,68,Vienna,2.5,4.0,85.0,0,22192,0,0% no offer,2017,0.9,1.9,Hotel,1,3.9
Austria,Vienna,122.0,City centre,Donauturm,Margareten,383,Vienna,3.0,4.0,382.0,1,22193,0,0% no offer,2017,1.9,4.7,Hotel,1,4.0
Austria,Vienna,6.0,City centre,Donauturm,Margareten,160,Vienna,4.0,,,1,22194,1,1-15% offer,2017,1.6,4.4,Apartment,1,4.3
Austria,Vienna,137.0,City centre,Donauturm,Margareten,111,Vienna,4.5,4.5,659.0,0,22196,1,15-50% offer,2017,2.0,4.8,Hotel,1,4.5
Austria,Vienna,144.0,City centre,Donauturm,Margareten,174,Vienna,4.0,4.5,1650.0,0,22198,0,0% no offer,2017,1.5,4.3,Hotel,1,4.3
Austria,Vienna,80.0,City centre,Donauturm,Margareten,63,Vienna,3.0,3.5,335.0,0,22199,1,15-50% offer,2017,2.0,4.7,Hotel,1,3.5
Austria,Vienna,11.0,City centre,Donauturm,Margareten,73,Vienna,3.0,,,1,22200,0,0% no offer,2017,1.4,4.2,Apartment,1,4.3
Austria,Vienna,58.0,City centre,Donauturm,Margareten,100,Vienna,3.5,4.5,15.0,0,22201,0,0% no offer,2017,1.5,4.3,Hotel,1,4.5
Austria,Vienna,303.0,City centre,Donauturm,Margareten,86,Vienna,4.0,3.5,1708.0,0,22203,1,1-15% offer,2017,1.4,4.2,Hotel,1,3.9
Austria,Vienna,82.0,City centre,Donauturm,Margareten,67,Vienna,3.0,4.0,909.0,0,22205,1,15-50% offer,2017,1.8,4.5,Hotel,1,4.0
Austria,Vienna,248.0,City centre,Donauturm,Margareten,129,Vienna,4.0,4.0,372.0,0,22206,1,1-15% offer,2017,1.3,4.1,Hotel,1,4.1
Austria,Vienna,151.0,City centre,Donauturm,Margareten,80,Vienna,3.0,4.0,161.0,1,22208,1,50%-75% offer,2017,1.9,4.6,Apartment,1,4.1
Austria,Vienna,7.0,City centre,Donauturm,Margareten,131,Vienna,2.0,,,1,22209,1,15-50% offer,2017,1.9,4.7,Apartment,1,3.2
Austria,Vienna,2.0,City centre,Donauturm,Margareten,150,Vienna,3.5,,,1,22210,1,1-15% offer,2017,1.6,4.3,Apartment,1,5.0
Austria,Vienna,3.0,City centre,Donauturm,Mariahilf,159,Vienna,3.0,,,1,22211,1,15-50% offer,2017,1.1,3.9,Apartment,1,4.6
Austria,Vienna,85.0,City centre,Donauturm,Mariahilf,86,Vienna,3.0,4.0,383.0,1,22212,0,0% no offer,2017,1.3,4.1,Hotel,1,4.0
Austria,Vienna,3.0,City centre,Donauturm,Mariahilf,96,Vienna,2.0,,,1,22213,0,0% no offer,2017,0.9,3.6,Hotel,1,3.7
Austria,Vienna,258.0,City centre,Donauturm,Mariahilf,131,Vienna,4.0,4.0,682.0,0,22214,1,1-15% offer,2017,0.7,3.4,Hotel,1,4.1
Austria,Vienna,13.0,City centre,Donauturm,Mariahilf,103,Vienna,4.0,,,1,22215,1,15-50% offer,2017,2.0,4.7,Apartment,1,4.1
Austria,Vienna,95.0,City centre,Donauturm,Mariahilf,85,Vienna,2.0,4.0,618.0,0,22217,1,15-50% offer,2017,1.0,3.8,Hotel,1,4.0
Austria,Vienna,44.0,City centre,Donauturm,Mariahilf,80,Vienna,3.0,3.5,170.0,0,22218,0,0% no offer,2017,1.4,4.2,Hotel,1,3.9
Austria,Vienna,125.0,City centre,Donauturm,Mariahilf,93,Vienna,4.0,4.0,410.0,1,22219,1,15-50% offer,2017,1.1,3.9,Hotel,1,4.0
Austria,Vienna,5.0,City centre,Donauturm,Mariahilf,81,Vienna,3.5,,,1,22221,1,15-50% offer,2017,1.8,4.6,Apartment,1,4.5
Austria,Vienna,161.0,City centre,Donauturm,Mariahilf,77,Vienna,3.0,4.0,2102.0,0,22222,1,1-15% offer,2017,1.9,4.6,Hotel,1,4.0
Austria,Vienna,210.0,City centre,Donauturm,Mariahilf,140,Vienna,4.0,5.0,1495.0,1,22223,1,15-50% offer,2017,0.8,3.6,Hotel,1,4.8
Austria,Vienna,264.0,City centre,Donauturm,Mariahilf,99,Vienna,4.0,4.0,1228.0,1,22224,1,15-50% offer,2017,1.0,3.8,Hotel,1,4.0
Austria,Vienna,49.0,City centre,Donauturm,Mariahilf,75,Vienna,4.0,4.0,151.0,1,22225,0,0% no offer,2017,1.1,3.9,Pension,1,4.1
Austria,Vienna,162.0,City centre,Donauturm,Mariahilf,105,Vienna,4.0,4.5,716.0,0,22226,1,15-50% offer,2017,1.4,4.1,Hotel,1,4.4
Austria,Vienna,581.0,City centre,Donauturm,Mariahilf,100,Vienna,3.5,4.5,1414.0,0,22227,1,15-50% offer,2017,1.7,4.4,Hotel,1,4.5
Austria,Vienna,55.0,City centre,Donauturm,Mariahilf,89,Vienna,3.0,4.0,67.0,1,22228,1,15-50% offer,2017,1.0,3.8,Pension,1,3.7
Austria,Vienna,39.0,City centre,Donauturm,Mariahilf,82,Vienna,3.0,3.5,78.0,0,22229,1,15-50% offer,2017,1.1,3.9,Hotel,1,3.9
Austria,Vienna,484.0,City centre,Donauturm,Mariahilf,82,Vienna,4.0,4.0,1150.0,0,22230,0,0% no offer,2017,1.8,4.5,Hotel,1,3.9
Austria,Vienna,10.0,City centre,Donauturm,Mariahilf,134,Vienna,2.0,,,1,22234,1,1-15% offer,2017,1.6,4.4,Apartment,1,3.7
Austria,Vienna,45.0,City centre,Donauturm,Mariahilf,87,Vienna,4.0,4.0,290.0,0,22235,1,15-50% offer,2017,1.9,4.7,Hotel,1,3.5
Austria,Vienna,98.0,City centre,Donauturm,Mariahilf,100,Vienna,4.0,3.5,372.0,0,22236,1,15-50% offer,2017,1.6,4.3,Hotel,1,3.7
Austria,Vienna,239.0,City centre,Donauturm,Mariahilf,84,Vienna,4.0,4.0,561.0,0,22237,1,15-50% offer,2017,1.6,4.3,Hotel,1,4.3
Austria,Vienna,170.0,City centre,Donauturm,Mariahilf,52,Vienna,2.0,4.0,112.0,1,22238,1,15-50% offer,2017,0.9,3.7,Hotel,1,3.7
Austria,Vienna,100.0,City centre,Donauturm,Neubau,98,Vienna,4.0,4.0,650.0,1,22239,1,15-50% offer,2017,0.8,3.5,Hotel,1,3.7
Austria,Vienna,310.0,City centre,Donauturm,Neubau,333,Vienna,5.0,5.0,1523.0,0,22240,1,1-15% offer,2017,0.7,3.4,Hotel,1,4.9
Austria,Vienna,305.0,City centre,Donauturm,Neubau,99,Vienna,3.0,4.0,1171.0,0,22241,0,0% no offer,2017,1.8,4.4,Hotel,1,4.1
Austria,Vienna,105.0,City centre,Donauturm,Neubau,77,Vienna,3.0,4.0,98.0,1,22243,1,15-50% offer,2017,1.5,4.1,Bed and breakfast,1,4.0
Austria,Vienna,6.0,City centre,Donauturm,Neubau,160,Vienna,3.5,,,1,22244,1,1-15% offer,2017,1.6,4.3,Apartment,1,4.6
Austria,Vienna,1.0,City centre,Donauturm,Neubau,160,Vienna,3.5,,,1,22245,1,1-15% offer,2017,1.6,4.3,Apartment,1,5.0
Austria,Vienna,141.0,City centre,Donauturm,Neubau,76,Vienna,3.0,3.5,265.0,0,22246,1,1-15% offer,2017,1.6,4.2,Hotel,1,3.5
Austria,Vienna,14.0,City centre,Donauturm,Neubau,89,Vienna,3.0,4.0,36.0,1,22247,1,15-50% offer,2017,1.6,4.1,Bed and breakfast,1,4.4
Austria,Vienna,6.0,City centre,Donauturm,Neubau,113,Vienna,3.0,,,1,22248,0,0% no offer,2017,0.8,3.6,Hotel,1,3.7
Austria,Vienna,328.0,City centre,Donauturm,Neubau,110,Vienna,4.0,4.5,2436.0,0,22249,1,15-50% offer,2017,0.9,3.6,Hotel,1,4.4
Austria,Vienna,123.0,City centre,Donauturm,Neubau,184,Vienna,4.0,4.5,2431.0,0,22250,1,50%-75% offer,2017,1.0,3.7,Hotel,1,4.6
Austria,Vienna,181.0,City centre,Donauturm,Neubau,33,Vienna,2.0,3.5,308.0,0,22251,1,50%-75% offer,2017,1.7,4.2,Hotel,1,3.2
Austria,Vienna,77.0,City centre,Donauturm,Neubau,1012,Vienna,3.0,4.0,364.0,1,22252,1,1-15% offer,2017,1.0,3.8,Hotel,1,4.3
Austria,Vienna,308.0,City centre,Donauturm,Neubau,99,Vienna,4.0,4.0,612.0,0,22253,1,15-50% offer,2017,1.7,4.4,Hotel,1,4.1
Austria,Vienna,54.0,City centre,Donauturm,Neubau,122,Vienna,3.0,4.0,143.0,1,22254,1,1-15% offer,2017,0.8,3.5,Hotel,1,3.9
Austria,Vienna,544.0,City centre,Donauturm,Neubau,122,Vienna,4.0,4.0,978.0,0,22255,1,1-15% offer,2017,1.7,4.3,Hotel,1,4.3
Austria,Vienna,359.0,City centre,Donauturm,Neubau,105,Vienna,4.0,4.0,816.0,0,22256,0,0% no offer,2017,1.7,4.3,Hotel,1,4.0
Austria,Vienna,3.0,City centre,Donauturm,Neubau,98,Vienna,4.0,,,1,22257,1,15-50% offer,2017,1.7,4.2,Apartment,1,5.0
Austria,Vienna,98.0,City centre,Donauturm,Neubau,109,Vienna,4.0,4.0,582.0,0,22259,1,15-50% offer,2017,1.4,4.0,Hotel,1,4.0
Austria,Vienna,54.0,City centre,Donauturm,Neubau,105,Vienna,3.0,4.5,412.0,1,22260,1,15-50% offer,2017,1.2,3.9,Hotel,1,4.1
Austria,Vienna,22.0,City centre,Donauturm,Ottakring,133,Vienna,2.0,,,1,22265,1,15-50% offer,2017,2.0,4.4,Apartment,1,3.2
Austria,Vienna,4.0,City centre,Donauturm,Ottakring,133,Vienna,2.5,,,1,22266,0,0% no offer,2017,2.3,4.6,Apartment,1,4.3
Austria,Vienna,69.0,City centre,Donauturm,Ottakring,52,Vienna,3.0,3.5,193.0,0,22268,1,15-50% offer,2017,3.1,5.2,Hotel,1,3.5
Austria,Vienna,17.0,City centre,Donauturm,Ottakring,134,Vienna,2.0,,,1,22269,1,15-50% offer,2017,1.8,4.1,Apartment,1,3.7
Austria,Vienna,83.0,City centre,Donauturm,Ottakring,80,Vienna,4.0,4.0,265.0,0,22271,1,15-50% offer,2017,4.1,6.0,Hotel,1,4.0
Austria,Vienna,36.0,City centre,Donauturm,Rudolfsheim-Funfhaus,91,Vienna,2.0,4.0,42.0,1,22272,0,0% no offer,2017,2.9,5.3,Hotel,1,4.0
Austria,Vienna,153.0,City centre,Donauturm,Rudolfsheim-Funfhaus,47,Vienna,2.0,3.5,549.0,1,22274,0,0% no offer,2017,1.9,4.6,Hostel,1,3.7
Austria,Vienna,136.0,City centre,Donauturm,Rudolfsheim-Funfhaus,70,Vienna,4.0,3.5,1020.0,0,22275,1,15-50% offer,2017,1.8,4.4,Hotel,1,3.9
Austria,Vienna,17.0,City centre,Donauturm,Rudolfsheim-Funfhaus,88,Vienna,3.5,,,1,22276,1,1-15% offer,2017,2.3,4.9,Apartment,1,2.2
Austria,Vienna,156.0,City centre,Donauturm,Rudolfsheim-Funfhaus,136,Vienna,3.0,4.5,1452.0,0,22277,1,15-50% offer,2017,1.9,4.5,Hotel,1,4.5
Austria,Vienna,81.0,City centre,Donauturm,Rudolfsheim-Funfhaus,80,Vienna,3.0,4.0,464.0,1,22279,1,15-50% offer,2017,2.1,4.8,Hotel,1,4.1
Austria,Vienna,40.0,City centre,Donauturm,Rudolfsheim-Funfhaus,131,Vienna,2.0,,,1,22280,1,15-50% offer,2017,2.3,4.9,Apartment,1,3.9
Austria,Vienna,54.0,City centre,Donauturm,Rudolfsheim-Funfhaus,81,Vienna,3.0,4.5,635.0,1,22281,1,1-15% offer,2017,2.4,4.9,Hotel,1,4.1
Austria,Vienna,13.0,City centre,Donauturm,Rudolfsheim-Funfhaus,133,Vienna,2.0,,,0,22284,1,15-50% offer,2017,2.5,5.1,Apartment,1,3.7
Austria,Vienna,225.0,City centre,Donauturm,Rudolfsheim-Funfhaus,66,Vienna,4.0,3.5,388.0,1,22285,1,1-15% offer,2017,3.6,6.1,Hotel,1,3.7
Austria,Vienna,144.0,City centre,Donauturm,Rudolfsheim-Funfhaus,77,Vienna,3.0,4.0,241.0,0,22286,1,1-15% offer,2017,2.8,5.5,Hotel,1,4.0
Austria,Vienna,2.0,City centre,Donauturm,Rudolfsheim-Funfhaus,121,Vienna,3.0,,,1,22287,0,0% no offer,2017,1.8,4.4,Apartment,1,4.5
Austria,Vienna,525.0,City centre,Donauturm,Rudolfsheim-Funfhaus,69,Vienna,4.0,3.5,399.0,0,22288,1,1-15% offer,2017,2.1,4.8,Hotel,1,3.7
Austria,Vienna,113.0,City centre,Donauturm,Rudolfsheim-Funfhaus,83,Vienna,3.0,4.0,260.0,0,22289,1,15-50% offer,2017,2.1,4.8,Hotel,1,4.1
Austria,Vienna,10.0,City centre,Donauturm,Rudolfsheim-Funfhaus,53,Vienna,2.0,4.5,604.0,1,22290,0,0% no offer,2017,1.9,4.6,Hostel,1,4.1
Austria,Vienna,2.0,City centre,Donauturm,Rudolfsheim-Funfhaus,133,Vienna,3.5,,,1,22291,1,15-50% offer,2017,2.7,5.3,Apartment,1,4.0
Austria,Vienna,78.0,City centre,Donauturm,Rudolfsheim-Funfhaus,77,Vienna,4.0,3.0,212.0,0,22293,1,15-50% offer,2017,1.8,4.5,Hotel,1,3.9
Austria,Vienna,69.0,City centre,Donauturm,Rudolfsheim-Funfhaus,48,Vienna,2.0,4.5,945.0,1,22294,0,0% no offer,2017,2.0,4.7,Hostel,1,4.5
Austria,Vienna,314.0,City centre,Donauturm,Rudolfsheim-Funfhaus,142,Vienna,4.5,4.0,831.0,0,22295,1,50%-75% offer,2017,2.9,5.5,Hotel,1,4.3
Austria,Vienna,134.0,City centre,Donauturm,Rudolfsheim-Funfhaus,121,Vienna,4.0,4.0,7.0,0,22296,1,1-15% offer,2017,1.7,4.3,Hotel,1,3.9
Austria,Vienna,38.0,City centre,Donauturm,Schonbrunn,68,Vienna,3.0,4.0,116.0,1,22299,1,15-50% offer,2017,3.6,6.2,Hotel,1,3.5
Austria,Vienna,65.0,City centre,Donauturm,Schonbrunn,63,Vienna,3.0,3.5,199.0,0,22300,0,0% no offer,2017,2.0,4.8,Hotel,1,3.7
Austria,Vienna,92.0,City centre,Donauturm,Schonbrunn,101,Vienna,3.0,4.5,187.0,0,22301,0,0% no offer,2017,2.1,4.9,Hotel,1,4.5
Austria,Vienna,100.0,City centre,Donauturm,Schonbrunn,75,Vienna,4.0,3.5,309.0,0,22302,1,15-50% offer,2017,2.6,5.4,Hotel,1,3.7
Austria,Vienna,910.0,City centre,Donauturm,Schonbrunn,156,Vienna,4.0,4.0,1122.0,0,22303,0,0% no offer,2017,3.6,6.2,Hotel,1,4.3
Austria,Vienna,79.0,City centre,Donauturm,Schonbrunn,56,Vienna,3.0,4.0,177.0,0,22304,1,15-50% offer,2017,3.7,6.3,Hotel,1,3.5
Austria,Vienna,1541.0,City centre,Donauturm,Schonbrunn,82,Vienna,3.5,4.5,1245.0,0,22306,1,15-50% offer,2017,2.4,5.2,Hotel,1,4.5
Austria,Vienna,183.0,City centre,Donauturm,Schonbrunn,82,Vienna,4.0,4.0,1148.0,0,22307,1,15-50% offer,2017,2.6,5.4,Hotel,1,4.4
Austria,Vienna,30.0,City centre,Donauturm,Schonbrunn,106,Vienna,3.0,3.0,69.0,1,22309,0,0% no offer,2017,4.1,6.8,Hotel,1,3.7
Austria,Vienna,24.0,City centre,Donauturm,Schonbrunn,85,Vienna,3.0,3.0,114.0,1,22310,1,1-15% offer,2017,3.1,5.9,Hotel,1,2.7
Austria,Vienna,18.0,City centre,Donauturm,Schonbrunn,83,Vienna,3.5,,,1,22311,1,15-50% offer,2017,2.6,5.4,Hotel,1,4.5
Austria,Vienna,140.0,City centre,Donauturm,Schonbrunn,92,Vienna,4.0,4.0,753.0,0,22312,1,1-15% offer,2017,2.9,5.6,Hotel,1,4.1
Austria,Vienna,14.0,City centre,Donauturm,Schonbrunn,169,Vienna,3.0,,,1,22314,0,0% no offer,2017,2.3,5.1,Apartment,1,4.3
Austria,Vienna,8.0,City centre,Donauturm,Schonbrunn,77,Vienna,3.0,4.5,79.0,1,22315,1,15-50% offer,2017,2.7,5.4,Guest House,1,3.5
Austria,Schwechat,333.0,City centre,Donauturm,Schwechat,92,Vienna,3.0,4.0,196.0,0,22317,0,0% no offer,2017,11.0,11.0,Hotel,1,4.3
Austria,Schwechat,923.0,City centre,Donauturm,Schwechat,166,Vienna,4.0,4.0,2400.0,0,22318,1,1-15% offer,2017,11.0,11.0,Hotel,1,4.0
Austria,Schwechat,122.0,City centre,Donauturm,Schwechat,137,Vienna,4.0,3.5,191.0,1,22319,0,0% no offer,2017,7.7,7.9,Hotel,1,3.7
Austria,Schwechat,26.0,City centre,Donauturm,Schwechat,99,Vienna,3.0,3.5,191.0,0,22320,0,0% no offer,2017,7.7,7.9,Hotel,1,3.7
Austria,Schwechat,73.0,City centre,Donauturm,Schwechat,140,Vienna,4.0,4.0,127.0,1,22321,0,0% no offer,2017,7.8,8.0,Hotel,1,3.5
Austria,Schwechat,161.0,City centre,Donauturm,Schwechat,80,Vienna,3.0,3.5,247.0,0,22322,0,0% no offer,2017,6.3,6.9,Hotel,1,3.2
Austria,Schwechat,39.0,City centre,Donauturm,Schwechat,91,Vienna,3.0,3.5,161.0,0,22323,0,0% no offer,2017,6.7,8.2,Hotel,1,3.5
Austria,Vienna,2.0,City centre,Donauturm,Vienna,130,Vienna,2.0,,,1,22325,0,0% no offer,2017,2.6,5.4,Apartment,1,4.0
Austria,Vienna,16.0,City centre,Donauturm,Vienna,110,Vienna,3.0,4.5,29.0,1,22326,1,1-15% offer,2017,4.7,7.0,Pension,1,4.3
Austria,Vienna,124.0,City centre,Donauturm,Vienna,117,Vienna,4.0,4.0,192.0,0,22328,0,0% no offer,2017,2.0,3.4,Hotel,1,4.0
